OBJECTID,FID_J26E9A6B5ECFE4F988DA8AC7353,GEOID10,,CT10,Fips1,Fips,City,treecanopy,CTBG10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,Common Name,,Shape__Area,Shape__Length,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_Pv_P,TC_P_P,TC_Pi_P,FID_L7City_Boundary,CITY,AnalysisArea
2708,5837,60372422001,6037,242200,6037242200,06037242200,Watts,17.67277003,2422001,0.091,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6127,343203.8906,2368.423342,448045.3125,245671.875,2535229.688,860568.75,1106240.625,9.69032022,43.63472984,33.94440962,1,IN,0.09095036
2709,5838,60372411204,6037,241120,6037241120,06037241120,Green Meadows,12.61301333,2411204,0.0556,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,6128,209565.2344,1910.566267,195398.4375,299643.75,1549181.25,352518.75,652162.5,19.34207182,42.09723685,22.75516503,1,IN,0.05555569
2710,5839,60372413001,6037,241300,6037241300,06037241300,South Vermont,11.62824305,2413001,0.1118,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,6129,421516.582,3662.632541,362095.3125,781931.25,3113929.688,432154.6875,1214085.938,25.11075485,38.98886807,13.87811322,1,IN,0.11176539
2711,5840,60372911302,6037,291130,6037291130,06037291130,Harbor Gateway,12.93538597,2911302,0.1283,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Harbor Gateway,6130,483664.1211,2939.841833,462712.5,950540.625,3577106.25,707020.3125,1657560.938,26.57289324,46.33804035,19.76514711,1,IN,0.12828971
2712,5841,60372411102,6037,241110,6037241110,06037241110,Green Meadows,12.43147062,2411102,0.0629,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,6131,237370.707,1947.891277,218109.375,309332.8125,1754493.75,529228.125,838560.9375,17.63088711,47.79503703,30.16414992,1,IN,0.06291972
2713,5842,60372411203,6037,241120,6037241120,06037241120,Green Meadows,8.83582031,2411203,0.0512,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,6132,193047.9805,3287.134987,126070.3125,198914.0625,1426809.375,292668.75,491582.8125,13.94117995,34.45329286,20.51211291,1,IN,0.05117521
2714,5843,60372411201,6037,241120,6037241120,06037241120,Green Meadows,7.41812691,2411201,0.0641,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,6133,241766.2578,2065.752081,132637.5,318825,1788018.75,557732.8125,876557.8125,17.83118885,49.02397206,31.19278321,1,IN,0.06409625
2715,5846,60371240002,6037,124000,6037124000,06037124000,Valley Village,30.5597988,1240002,0.1252,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Valley Village,6136,474754.4531,2924.761254,1066232.813,465285.9375,3489004.688,567351.5625,1032637.5,13.33577851,29.59690779,16.26112927,1,IN,0.12519418
2716,5853,60371242012,6037,124201,6037124201,06037124201,North Hollywood,23.09725776,1242012,0.1252,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - North Hollywood,6143,475019.7148,3410.304603,806020.3125,612098.4375,3489679.688,727073.4375,1339171.875,17.54024702,38.37520904,20.83496202,1,IN,0.12520401
2717,5877,60372731001,6037,273100,6037273100,06037273100,Venice,27.63253899,2731001,0.1832,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Venice,6167,692204.3359,4800.62792,1411312.5,2198559.375,5107429.688,457832.8125,2656392.188,43.04629744,52.01035257,8.96405512,1,IN,0.1817278
2718,5883,60376707023,6037,670702,6037670702,06037670702,Rancho Palos Verdes,31.09420396,6707023,0.5323,BG 3,59514,59514,Rancho Palos Verdes,Rancho Palos Verdes,City of Rancho Palos Verdes,6173,1998614.098,8528.736695,4614454.688,6765553.125,14840240.63,1046700,7812253.125,45.58924141,52.64236155,7.05312014,1,IN,0.00023156
2719,5884,60371012202,6037,101220,6037101220,06037101220,Tujunga,23.14735346,1012202,0.1416,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Tujunga,6174,538121.4063,3352.904129,914034.375,540407.8125,3948764.063,1030204.688,1570612.5,13.68549257,39.77478713,26.08929455,1,IN,0.14160964
2720,5888,60372966002,6037,296600,6037296600,06037296600,San Pedro,7.52032134,2966002,0.0796,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,6178,298906.2813,2198.733739,166921.875,157176.5625,2219610.938,742542.1875,899718.75,7.08126635,40.53497551,33.45370916,1,IN,0.07960418
2721,5889,60372945202,6037,294520,6037294520,06037294520,Wilmington,17.00053221,2945202,0.0919,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,6179,345547.6172,2400.075301,435726.5625,460785.9375,2563017.188,654328.125,1115114.063,17.9782617,43.50786518,25.52960348,1,IN,0.09192495
2722,5890,60372946101,6037,294610,6037294610,06037294610,Wilmington,23.11355766,2946101,0.1747,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,6180,656531.0195,3330.808628,1125421.875,946926.5625,4869098.438,1124170.313,2071096.875,19.44767753,42.53553099,23.08785347,1,IN,0.17463676
2723,5891,60372945201,6037,294520,6037294520,06037294520,Wilmington,13.14021719,2945201,0.095,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,6181,357061.5234,2477.028692,347976.5625,467282.8125,2648179.688,695376.5625,1162659.375,17.64543451,43.90409686,26.25866235,1,IN,0.09497894
2724,5899,60374807033,6037,480703,6037480703,06037480703,South Pasadena,44.28391373,4807033,0.2594,BG 3,73220,73220,South Pasadena,South Pasadena,City of South Pasadena,6189,982281.8359,6016.614908,3201693.75,1429298.438,7229925,744735.9375,2174034.375,19.76920144,30.06994367,10.30074223,1,IN,0.00099856
2725,5901,60371953003,6037,195300,6037195300,06037195300,Los Feliz,13.75053369,1953003,0.0969,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Los Feliz,6191,366788.6484,2650.083354,371376.5625,325082.8125,2700815.625,778134.375,1103217.188,12.03646815,40.84755647,28.81108832,1,IN,0.09686176
2726,5903,60377002003,6037,700200,6037700200,06037700200,West Hollywood,22.08627243,7002003,0.0267,BG 3,84410,84410,West Hollywood,West Hollywood,City of West Hollywood,6193,101054.9961,1681.450207,164235.9375,88593.75,743610.9375,121500,210093.75,11.91399232,28.25318179,16.33918947,1,IN,1.55E-06
2727,5907,60377003002,6037,700300,6037700300,06037700300,West Hollywood,18.66793625,7003002,0.0705,BG 2,84410,84410,West Hollywood,West Hollywood,City of West Hollywood,6197,266800.3672,2797.515764,366679.6875,152732.8125,1964221.875,358425,511157.8125,7.77574135,26.02342531,18.24768396,1,IN,2.23E-05
2728,5908,60372147002,6037,214700,6037214700,06037214700,Fairfax,21.4008571,2147002,0.0722,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,6198,273021.5625,2296.256708,430481.25,276257.8125,2011514.063,391260.9375,667518.75,13.73382457,33.18489105,19.45106648,1,IN,0.07215648
2729,5909,60372675013,6037,267501,6037267501,06037267501,West LA,13.5193223,2675013,0.0481,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6199,181936.0742,1917.614808,181335.9375,87440.625,1341309.375,320610.9375,408051.5625,6.51904972,30.42188254,23.90283282,1,IN,0.04811372
2730,5910,60372621003,6037,262100,6037262100,06037262100,Bel Air,57.58460819,2621003,1.9271,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Bel Air,6200,7297794.348,20992.8,30922410.94,14815800,53699090.63,2529590.625,17345390.63,27.59041136,32.3010882,4.71067684,1,IN,1.92711551
2731,5911,60372621002,6037,262100,6037262100,06037262100,Bel Air,48.03433701,2621002,0.6207,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Bel Air,6201,2349480.816,10884.31814,8308729.688,4927078.125,17297479.69,1584084.375,6511162.5,28.48437006,37.64226129,9.15789123,1,IN,0.62073659
2732,5912,60371041031,6037,104103,6037104103,06037104103,Lake View Terrace,24.11114475,1041031,0.1699,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Lake View Terrace,6202,646325.875,3612.857093,1142282.813,997017.1875,4737571.875,856996.875,1854014.063,21.0448984,39.13426775,18.08936936,1,IN,0.16995046
2733,5913,60372015013,6037,201501,6037201501,06037201501,El Sereno,17.57201947,2015013,0.1725,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - El Sereno,6203,653186.3359,4111.675999,845339.0625,1009504.688,4810710.938,1208179.688,2217684.375,20.98452184,46.09889066,25.11436882,1,IN,0.17255258
2734,5914,60372015011,6037,201501,6037201501,06037201501,El Sereno,17.2138313,2015011,0.079,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - El Sereno,6204,299247.7422,2795.826992,379364.0625,451504.6875,2203832.813,515081.25,966585.9375,20.48724771,43.85931328,23.37206557,1,IN,0.07875147
2735,5915,60372015041,6037,201504,6037201504,06037201504,El Sereno,20.82624053,2015041,0.1422,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - El Sereno,6205,538294.4688,3548.953261,825820.3125,1083417.188,3965287.5,805668.75,1889085.938,27.32253809,47.64057934,20.31804125,1,IN,0.14221764
2736,5916,60372014012,6037,201401,6037201401,06037201401,El Sereno,18.43004245,2014012,0.3724,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - El Sereno,6206,1409442.34,5733.415244,1913371.875,5697042.188,10381809.38,1241071.875,6938114.063,54.875234,66.82952665,11.95429265,1,IN,0.37239057
2737,5917,60371375012,6037,137501,6037137501,06037137501,Woodland Hills,26.24651251,1375012,0.2204,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6207,836077.0742,4536.287405,1612631.25,1049146.875,6144173.438,1360842.188,2409989.063,17.07547623,39.22397515,22.14849892,1,IN,0.22043779
2738,5918,60371375022,6037,137502,6037137502,06037137502,Woodland Hills,29.17084184,1375022,0.2784,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6208,1055796.379,9207.250417,2263865.625,1787934.375,7760714.063,1003626.563,2791560.938,23.03827149,35.97041348,12.932142,1,IN,0.27840663
2739,5919,60371380001,6037,138000,6037138000,06037138000,Woodland Hills,28.69534806,1380001,1.1336,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6209,4297745.922,13558.31896,9069004.688,17653471.88,31604442.19,990450,18643921.88,55.85756512,58.99146001,3.13389489,1,IN,1.1336638
2740,5920,60371375021,6037,137502,6037137502,06037137502,Woodland Hills,21.57988189,1375021,0.204,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6210,773661.7148,5453.656243,1227135.938,1151648.438,5686481.25,976260.9375,2127909.375,20.25239136,37.420494,17.16810264,1,IN,0.20399585
2741,5921,60371374013,6037,137401,6037137401,06037137401,Woodland Hills,30.87341797,1374013,0.4578,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6211,1736049.105,6606.334341,3940143.75,4894706.25,12762253.13,875264.0625,5769970.313,38.35299459,45.21121981,6.85822522,1,IN,0.45779987
2742,5922,60371375041,6037,137504,6037137504,06037137504,Woodland Hills,30.56292546,1375041,1.4816,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6212,5617052.137,12131.47982,12624018.75,23165071.88,41305007.81,1212806.25,24377878.13,56.0829621,59.01918294,2.93622085,1,IN,1.48166553
2743,5923,60371372012,6037,137201,6037137201,06037137201,Woodland Hills,19.23172454,1372012,0.1483,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6213,562344.3438,3180.617174,794854.6875,493903.125,4133039.063,1027575,1521478.125,11.95011994,36.81257549,24.86245556,1,IN,0.14826869
2744,5924,60371372013,6037,137201,6037137201,06037137201,Woodland Hills,27.90969427,1372013,0.2858,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6214,1084050.32,4119.863612,2223478.125,1248412.5,7966687.5,1650867.188,2899279.688,15.67040881,36.39253689,20.72212808,1,IN,0.28577962
2745,5925,60371373011,6037,137301,6037137301,06037137301,Woodland Hills,33.62424715,1373011,0.6215,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6215,2357668.809,7469.358348,5825306.25,3680325,17324718.75,3268645.313,6948970.313,21.243202,40.11014789,18.86694589,1,IN,0.62150121
2746,5945,60374608001,6037,460800,6037460800,06037460800,Pasadena,52.26255083,4608001,1.5399,BG 1,56000,56000,Pasadena,Pasadena,City of Pasadena,6244,5839054.508,13029.49929,22435776.56,13724606.25,42928973.44,2192456.25,15917062.5,31.9704972,37.07766859,5.10717139,1,IN,0.00052313
2747,5962,60376004002,6037,600400,6037600400,06037600400,Athens/Westmont,12.74817391,6004002,0.0623,BG 2,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,6266,234846.625,1936.837584,221132.8125,535457.8125,1734623.438,289954.6875,825412.5,30.86882149,47.58453519,16.7157137,1,IN,4.10E-07
2748,5969,60372654102,6037,265410,6037265410,06037265410,Westwood,35.37971998,2654102,0.1546,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6273,584829.0859,3852.836622,1524473.438,603632.8125,4308890.625,412382.8125,1016015.625,14.00900754,23.57951764,9.5705101,1,IN,0.1545532
2749,5970,60372643023,6037,264302,6037264302,06037264302,West LA,21.71708687,2643023,0.3994,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6274,1510414.035,6050.837887,2417864.063,5587720.313,11133464.06,953367.1875,6541087.5,50.18851528,58.75159306,8.56307778,1,IN,0.39357581
2750,5971,60377030023,6037,703002,6037703002,06037703002,Ladera Heights,14.80316564,7030023,0.3467,BG 3,39108,99037,Ladera Heights,Unincorporated,LA County - Ladera Heights,6275,1309275.645,5843.637056,1430915.625,1620998.438,9666281.25,1754915.625,3375914.063,16.76961797,34.92464139,18.15502342,1,IN,1.14E-05
2751,5972,60372655203,6037,265520,6037265520,06037265520,West LA,18.08584496,2655203,0.1657,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6276,626572.2305,3290.638022,835242.1875,738815.625,4618209.375,1002825,1741640.625,15.99788067,37.71246567,21.714585,1,IN,0.16565415
2752,5973,60373203005,6037,320300,6037320300,06037320300,San Fernando,23.71281596,3203005,0.0659,BG 5,66140,66140,San Fernando,San Fernando,City of San Fernando,6277,250573.0156,2015.288004,435614.0625,234210.9375,1837040.625,397659.375,631870.3125,12.74936081,34.39609902,21.64673822,1,IN,0.00133083
2753,5974,60372655102,6037,265510,6037265510,06037265510,Westwood,22.06796485,2655102,0.0306,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6278,115741.5586,1591.037048,188212.5,73940.625,852876.5625,119587.5,193528.125,8.66955762,22.69122327,14.02166565,1,IN,0.0305979
2754,5975,60372643013,6037,264301,6037264301,06037264301,West LA,11.14276755,2643013,0.0563,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6279,212932.7578,2071.91697,174895.3125,77203.125,1569585.938,286818.75,364021.875,4.91869372,23.19222327,18.27352954,1,IN,0.05629787
2755,5976,60372643012,6037,264301,6037264301,06037264301,West LA,14.61769115,2643012,0.0579,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6280,218884.1289,2142.715922,235828.125,105510.9375,1613306.25,290967.1875,396478.125,6.54004393,24.57550295,18.03545901,1,IN,0.05786923
2756,5977,60372643011,6037,264301,6037264301,06037264301,West LA,10.88195472,2643011,0.0481,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6281,181774.5742,1923.854667,145800,72843.75,1339832.813,293568.75,366412.5,5.43677908,27.34762849,21.91084942,1,IN,0.04805714
2757,5978,60372671002,6037,267100,6037267100,06037267100,West LA,31.5283958,2671002,0.1109,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6282,419381.1406,3113.354486,974460.9375,461334.375,3090740.625,330454.6875,791789.0625,14.92633744,25.61810124,10.69176381,1,IN,0.11086777
2758,5979,60372672002,6037,267200,6037267200,06037267200,West LA,26.31338159,2672002,0.1246,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6283,471188.8594,3636.685678,913964.0625,496982.8125,3473381.25,520537.5,1017520.313,14.30832888,29.29480639,14.98647751,1,IN,0.12459049
2759,5980,60372672003,6037,267200,6037267200,06037267200,West LA,20.07398073,2672003,0.2106,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6284,796261.0625,6193.565692,1178296.875,711182.8125,5869771.875,1147106.25,1858289.063,12.11602133,31.65862494,19.5426036,1,IN,0.21055249
2760,5981,60372643022,6037,264302,6037264302,06037264302,West LA,26.5353223,2643022,0.1377,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6285,520763.4102,3348.298225,1018603.125,471782.8125,3838668.75,598893.75,1070676.563,12.29027153,27.89187169,15.60160016,1,IN,0.13769521
2761,5982,60372655202,6037,265520,6037265520,06037265520,West LA,17.84093623,2655202,0.0613,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6286,231690.3008,2205.829483,304635.9375,176835.9375,1707510.938,400950,577785.9375,10.35635753,33.8379055,23.48154798,1,IN,0.06125566
2762,5983,60372623022,6037,262302,6037262302,06037262302,Brentwood,42.38446603,2623022,0.4305,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Brentwood,6287,1629143.992,9239.815387,5086575,3822370.313,12001035.94,456342.1875,4278712.5,31.85033636,35.65285966,3.8025233,1,IN,0.43048399
2763,5984,60372651001,6037,265100,6037265100,06037265100,Westwood,35.64357126,2651001,0.1448,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6288,547818.7656,4321.817407,1438396.875,708637.5,4035501.563,545076.5625,1253714.063,17.56008489,31.06711875,13.50703386,1,IN,0.14477073
2764,5994,60375308012,6037,530801,6037530801,06037530801,East Los Angeles,16.5349722,5308012,0.0534,BG 2,20802,99037,East Los Angeles,Unincorporated,LA County - East Los Angeles,6298,202102.9453,2330.362496,246304.6875,366271.875,1489598.438,335629.6875,701901.5625,24.58863179,47.12018654,22.53155475,1,IN,1.19E-06
2765,5995,60375308013,6037,530801,6037530801,06037530801,East Los Angeles,16.53953369,5308013,0.1263,BG 3,20802,99037,East Los Angeles,Unincorporated,LA County - East Los Angeles,6299,477725.0078,4607.953616,582384.375,978089.0625,3521165.625,631068.75,1609157.813,27.77742278,45.69957747,17.92215468,1,IN,1.00E-08
2766,5998,60379302001,6037,930200,6037930200,06037930200,Angeles National Forest,15.91658354,9302001,6.8966,BG 1,,99037,,Unincorporated,LA County - Angeles National Forest,6302,26249555.98,38827.24561,30602109.38,155503364.1,192265565.6,2119767.188,157623131.3,80.87946667,81.98198712,1.10252045,1,IN,0.00252002
2767,5999,60376099001,6037,609900,6037609900,06037609900,La Rambla,14.36363636,6099001,0.0771,BG 1,,99037,,Unincorporated,LA County - La Rambla,6303,289634.4414,2727.749774,308840.625,357735.9375,2150156.25,509146.875,866882.8125,16.63767168,40.31720078,23.6795291,1,IN,0.00249642
2768,6000,60371061112,6037,106111,6037106111,06037106111,Kagel Canyon,12.65227661,1061112,0.8224,BG 2,,99037,,Unincorporated,LA County - Kagel Canyon,6307,3130998.602,11482.0299,2900742.188,14921606.25,22926642.19,2099418.75,17021025,65.08413281,74.24124676,9.15711395,1,IN,0.42526059
2769,6001,60373200001,6037,320000,6037320000,06037320000,Universal City,26.17728708,3200001,0.4803,BG 1,,99037,,Unincorporated,LA County - Universal City,6308,1820326.063,6372.012582,3476882.813,1487531.25,13282059.38,4697690.625,6185221.875,11.19955278,46.56824443,35.36869165,1,IN,0.01436268
2770,6002,60375404002,6037,540400,6037540400,06037540400,Willowbrook,9.79905422,5404002,0.077,BG 2,,99037,,Unincorporated,LA County - Willowbrook,6309,290472.0391,2126.883461,210389.0625,135253.125,2147034.375,639984.375,775237.5,6.29953235,36.10736321,29.80783086,1,IN,0.00133073
2771,6003,60375404001,6037,540400,6037540400,06037540400,Willowbrook,14.23158561,5404001,0.0542,BG 1,,99037,,Unincorporated,LA County - Willowbrook,6310,204378.9922,1968.504435,214973.4375,77470.3125,1510537.5,520368.75,597839.0625,5.12865867,39.57790273,34.44924406,1,IN,0.00090573
2772,6004,60379302002,6037,930200,6037930200,06037930200,Angeles National Forest,14.2339741,9302002,110.9484,BG 2,,99037,,Unincorporated,LA County - Angeles National Forest,6311,422579145,178871.6358,439738579.7,2633755163,3089359139,2616243.75,2636371406,85.25247613,85.33716177,0.08468565,1,IN,0.0007787
